사용월,호선명,지하철역,승차총승객수,하차총승객수
202001,3호선,가락시장,242822,237738
202001,3호선,경복궁,515448,518472
202001,3호선,경찰병원,195326,194341
202001,3호선,고속터미널,1246532,1265736
202001,3호선,교대,363299,234081
202001,3호선,구파발,521637,483022
202001,3호선,금호,203654,188341
202001,3호선,남부터미널,792325,812406
202001,3호선,녹번,332546,293768
202001,3호선,대곡,38449,27745
202001,3호선,대청,242776,220002
202001,3호선,대치,302081,293182
202001,3호선,대화,351277,273503
202001,3호선,도곡,135925,137108
202001,3호선,독립문,176171,179760
202001,3호선,동대입구,221271,240300
202001,3호선,마두,197944,204649
202001,3호선,매봉,284883,271997
202001,3호선,무악재,95840,96619
202001,3호선,백석,260444,261514
202001,3호선,불광,409724,444484
202001,3호선,삼송,429582,409195
202001,3호선,수서,430991,430853
202001,3호선,신사,784937,842804
202001,3호선,안국,552530,576275
202001,3호선,압구정,818548,886458
202001,3호선,약수,326313,315213
202001,3호선,양재,976423,1047925
202001,3호선,연신내,961435,917036
202001,3호선,오금,159334,139677
202001,3호선,옥수,225889,231992
202001,3호선,원당,269256,255881
202001,3호선,원흥,217449,201780
202001,3호선,을지로3가,276406,286266
202001,3호선,일원,245557,244045
202001,3호선,잠원,150263,144541
202001,3호선,정발산,187711,197447
202001,3호선,종로3가,265912,320977
202001,3호선,주엽,228772,234221
202001,3호선,지축,48227,49068
202001,3호선,충무로,35,0
202001,3호선,학여울,48528,49282
202001,3호선,홍제,430532,407214
202001,3호선,화정,445777,461788
202002,3호선,가락시장,185704,181359
202002,3호선,경복궁,394566,391423
202002,3호선,경찰병원,160262,159970
202002,3호선,고속터미널,783802,764446
202002,3호선,교대,295659,195134
202002,3호선,구파발,417977,381700
202002,3호선,금호,166612,154836
202002,3호선,남부터미널,606706,621276
202002,3호선,녹번,274737,243795
202002,3호선,대곡,32271,22972
202002,3호선,대청,198773,183324
202002,3호선,대치,229993,226243
202002,3호선,대화,276423,212362
202002,3호선,도곡,107655,108424
202002,3호선,독립문,135437,138402
202002,3호선,동대입구,153217,163939
202002,3호선,마두,149926,156467
202002,3호선,매봉,241121,230534
202002,3호선,무악재,78533,78731
202002,3호선,백석,199927,200528
202002,3호선,불광,327356,351389
202002,3호선,삼송,341952,327665
202002,3호선,수서,329264,330528
202002,3호선,신사,642175,691266
202002,3호선,안국,420367,433823
202002,3호선,압구정,643143,695359
202002,3호선,약수,268251,261782
202002,3호선,양재,810458,870654
202002,3호선,연신내,781887,741409
202002,3호선,오금,132589,116052
202002,3호선,옥수,179572,185975
202002,3호선,원당,215782,206691
202002,3호선,원흥,177807,166516
202002,3호선,을지로3가,235846,244713
202002,3호선,일원,192536,190482
202002,3호선,잠원,118180,114764
202002,3호선,정발산,139629,146664
202002,3호선,종로3가,216125,250978
202002,3호선,주엽,167412,172155
202002,3호선,지축,51092,52152
202002,3호선,충무로,33,0
202002,3호선,학여울,36548,36872
202002,3호선,홍제,347407,329670
202002,3호선,화정,345325,358139
202003,3호선,가락시장,160009,155992
202003,3호선,경복궁,301916,299461
202003,3호선,경찰병원,136946,137610
202003,3호선,고속터미널,574551,560994
202003,3호선,교대,259009,174437
202003,3호선,구파발,351765,320599
202003,3호선,금호,145307,136798
202003,3호선,남부터미널,502557,516449
202003,3호선,녹번,246396,220022
202003,3호선,대곡,31061,22704
202003,3호선,대청,167219,152768
202003,3호선,대치,170285,167134
202003,3호선,대화,235576,182439
202003,3호선,도곡,87730,88346
202003,3호선,독립문,117304,120271
202003,3호선,동대입구,130991,140304
202003,3호선,마두,124945,131166
202003,3호선,매봉,210553,201930
202003,3호선,무악재,69296,69631
202003,3호선,백석,178299,180234
202003,3호선,불광,289076,309740
202003,3호선,삼송,308146,295228
202003,3호선,수서,260713,264921
202003,3호선,신사,543345,580926
202003,3호선,안국,319300,332471
